DISTRICT,DAUND18C,DAUND18R,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRA9R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSA9R,DPERSAKR,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSAUC,DPETSAUP,DPETSBHC,DPETSBHP,DPETSIMC,DPETSINC,DPETSINP,DPETSNOC,DPETSNOP,DPETSPEC,DPETSPEP,DPETSPHC,DPETSPHP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP
'142901,0,0,128,10.2,3.9,0,1,0,0,0,0,0,6.2,4.4000000000000004,0,0,0,0,0,0,0,0,0,0,177,13.2,1342,5,0.4,88,6.6,1,0.1,43,3,129,9.6,1196,89.1,95,7.1,84,6.3,108,8,110,8.2,103,7.7,103,7.7,99,7.4,100,7.5,117,8.7,89,6.6,91,6.8,78,5.8,2,0.1,126,9.4,95,7.1,68,5.1,1270,94.6,1,0.1,98,7.3,146,10.9,0,0,736,54.8,-3,-3,26,14.4,181,117,64.6,-1,-1,181,13.5,21,11.6,4,0.3,474,35.3,61,4.5
'143901,4,0.7,112,10.4,3.4,0,0,0,1.1000000000000001,1.1000000000000001,1.6,0,1.1000000000000001,7.1,0,0,0,0,0,0,0,0,0,0,107,9.5,1126,3,0.3,28,2.5,107,9.5,15,1.2,102,9.1,507,45,70,6.2,62,5.5,71,6.3,79,7,84,7.5,100,8.9,101,9,73,6.5,86,7.6,102,9.1,87,7.7,89,7.9,4,0.4,69,6.1,71,6.3,47,4.2,240,21.3,4,0.4,28,2.5,619,55,0,0,427,37.9,10,9.4,29,27.4,106,51,48.1,5,4.7,106,9.4,11,10.4,37,3.3,369,32.8,735,65.3
'143902,0,0,32,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8.6,278,1,0.4,29,10.4,1,0.4,1,0.3,17,6.1,164,59,15,5.4,13,4.7,14,5,19,6.8,27,9.7,27,9.7,21,7.6,20,7.2,20,7.2,18,6.5,22,7.9,23,8.3,1,0.4,11,4,18,6.5,20,7.2,124,44.6,2,0.7,29,10.4,114,41,0,0,99,35.6,-1,-1,11,26.8,41,19,46.3,0,0,41,14.7,-3,-3,4,1.4,82,29.5,146,52.5
'143903,1,0.3,41,7,2.7,2.2999999999999998,0,0,0,0,2.4,0,0,8.5,0,0,0,0,0,0,16.7,0,0,0,38,5.7,662,4,0.6,11,1.7,36,5.4,3,0.4,14,2.1,225,34,54,8.2,40,6,41,6.2,39,5.9,51,7.7,54,8.2,48,7.3,47,7.1,42,6.3,59,8.9,58,8.8,49,7.4,2,0.3,10,1.5,45,6.8,33,5,118,17.8,3,0.5,11,1.7,437,66,0,0,136,20.5,-1,-1,20,25,80,38,47.5,-1,-1,80,12.1,18,22.5,13,2,198,29.9,488,73.7
'143904,1,4.8,21,19.4,6.7,0,0,0,0,0,0,0,.,0,0,.,0,.,.,.,0,.,.,0,6,4.8,126,2,1.6,0,0,18,14.3,0,0,0,0,55,43.7,13,10.3,16,12.7,11,8.7,16,12.7,19,15.1,10,7.9,8,6.3,11,8.7,0,0,0,0,0,0,0,0,0,0,5,4,10,7.9,12,9.5,11,8.7,0,0,1,0.8,71,56.3,0,0,16,12.7,0,0,-1,-1,6,-1,-1,0,0,6,4.8,-1,-1,4,3.2,0,0,91,72.2
'143905,3,9.1,5,3.9,0,0,0,0,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,.,9,6.3,143,0,0,0,0,0,0,0,0,6,4.2,25,17.5,17,11.9,14,9.8,11,7.7,14,9.8,18,12.6,17,11.9,13,9.1,10,7,0,0,0,0,0,0,0,0,0,0,12,8.4,14,9.8,15,10.5,20,14,0,0,0,0,118,82.5,0,0,27,18.9,0,0,-1,-1,6,-3,-3,0,0,6,4.2,0,0,4,2.8,0,0,119,83.2
'143906,1,7.1,6,7.1,14.3,0,0,0,0,0,0,0,.,0,0,0,0,0,.,0,.,.,.,50,3,3.3,92,0,0,0,0,2,2.2,0,0,4,4.3,43,46.7,13,14.1,6,6.5,16,17.4,11,12,13,14.1,4,4.3,9,9.8,7,7.6,0,0,0,0,0,0,0,0,0,0,1,1.1,6,6.5,7,7.6,6,6.5,0,0,0,0,49,53.3,0,0,10,10.9,0,0,0,0,-1,-1,-1,0,0,4,4.3,-1,-1,5,5.4,0,0,79,85.9
'144901,4,0.4,171,9.5,4,0.9,0.8,0,0,0.8,0,0,12.7,2.8,0,0,0,0,0,7.7,0,0,22.2,6.7,92,5,1854,13,0.7,227,12.2,149,8,17,0.8,52,2.8,1225,66.1,122,6.6,106,5.7,124,6.7,143,7.7,139,7.5,149,8,149,8,139,7.5,183,9.9,148,8,145,7.8,115,6.2,3,0.2,62,3.3,119,6.4,70,3.8,1061,57.2,2,0.1,386,20.8,629,33.9,0,0,1047,56.5,-3,-3,26,12.8,203,120,59.1,-1,-1,203,10.9,40,19.7,41,2.2,473,25.5,588,31.7
'144902,2,0.4,91,9.3,6.9,3.3,0,0,1.4,0,0,0,0,1.6,16.7,0,11.1,0,0,0,0,0,0,11.1,134,13.1,1023,1,0.1,21,2.1,75,7.3,9,0.8,65,6.4,400,39.1,80,7.8,62,6.1,71,6.9,86,8.4,87,8.5,76,7.4,92,9,68,6.6,84,8.2,83,8.1,70,6.8,68,6.6,6,0.6,53,5.2,67,6.5,23,2.2,176,17.2,5,0.5,24,2.3,623,60.9,2,0.2,357,34.9,-3,-3,13,13.5,96,46,47.9,-1,-1,96,9.4,27,28.1,47,4.6,337,32.9,717,70.1
'144903,0,0,31,18.9,0,0,0,0,0,0,0,0,0,14.3,0,.,0,0,0,0,0,0,0,0,11,7.2,153,0,0,21,13.7,54,35.3,2,1.1,6,3.9,114,74.5,8,5.2,13,8.5,12,7.8,12,7.8,14,9.2,12,7.8,6,3.9,8,5.2,12,7.8,11,7.2,12,7.8,12,7.8,0,0,13,8.5,9,5.9,12,7.8,54,35.3,0,0,18,11.8,39,25.5,0,0,36,23.5,-1,-1,-1,-1,25,18,72,0,0,25,16.3,5,20,11,7.2,59,38.6,34,22.2
'145901,0,0,97,11.2,10.7,4.4000000000000004,1.7,0,0,0,0,0,0,9.4,20,0,0,0,0,0,0,0,0,0,87,9.2,944,8,0.8,152,16.1,37,3.9,10,1,36,3.8,620,65.7,68,7.2,63,6.7,64,6.8,60,6.4,67,7.1,66,7,70,7.4,79,8.4,73,7.7,60,6.4,62,6.6,83,8.8,2,0.2,54,5.7,67,7.1,60,6.4,389,41.2,0,0,155,16.4,324,34.3,0,0,468,49.6,-1,-1,5,6.7,75,56,74.7,-1,-1,75,7.9,8,10.7,27,2.9,269,28.5,483,51.2
'145902,0,0,73,11.5,14,4.0999999999999996,2.6,5.0999999999999996,0,0,0,2.2000000000000002,0,8.3000000000000007,16.7,0,20,0,0,0,0,0,0,0,93,14.2,653,3,0.5,19,2.9,67,10.3,2,0.3,58,8.9,320,49,63,9.6,49,7.5,53,8.1,46,7,41,6.3,39,6,47,7.2,49,7.5,55,8.4,33,5.1,56,8.6,60,9.2,0,0,16,2.5,47,7.2,15,2.3,69,10.6,3,0.5,19,2.9,333,51,0,0,227,34.8,6,10.3,7,12.1,58,36,62.1,0,0,58,8.9,9,15.5,8,1.2,209,32,503,77
'145906,2,0.6,84,14.2,3.8,0,0,0,0,0,0,0,2,0,33.299999999999997,0,0,0,0,0,0,0,0,0,58,9.6,605,7,1.2,17,2.8,43,7.1,14,2.1,31,5.1,324,53.6,40,6.6,32,5.3,40,6.6,47,7.8,46,7.6,39,6.4,42,6.9,47,7.8,56,9.3,59,9.8,40,6.6,53,8.8,0,0,39,6.4,34,5.6,30,5,85,14,4,0.7,17,2.8,281,46.4,0,0,258,42.6,8,14,9,15.8,57,31,54.4,0,0,57,9.4,9,15.8,17,2.8,244,40.3,449,74.2
'145907,0,0,42,22.6,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,.,.,0,.,11,5.5,199,0,0,3,1.5,39,19.6,1,0.4,5,2.5,168,84.4,15,7.5,17,8.5,16,8,11,5.5,9,4.5,15,7.5,14,7,11,5.5,12,6,15,7.5,13,6.5,16,8,0,0,7,3.5,13,6.5,22,11.1,34,17.1,0,0,3,1.5,31,15.6,1,0.5,78,39.2,0,0,-1,-1,17,11,64.7,0,0,17,8.5,-1,-1,9,4.5,79,39.7,116,58.3
'145911,1,0.3,95,13,2.1,3,0,1.6,0,0,0,0,4.4000000000000004,5.7,0,0,0,0,0,0,0,0,0,0,72,9.7,746,17,2.3,107,14.3,4,0.5,5,0.6,42,5.6,391,52.4,57,7.6,53,7.1,64,8.6,53,7.1,67,9,47,6.3,66,8.8,53,7.1,58,7.8,52,7,40,5.4,60,8,0,0,66,8.8,39,5.2,37,5,231,31,1,0.1,111,14.9,355,47.6,0,0,301,40.3,-1,-1,-3,-3,61,46,75.4,0,0,61,8.2,6,9.8,10,1.3,220,29.5,483,64.7
'146901,11,0.4,1229,21.2,1.7,1.4,2.4,0.4,0.2,0.7,0.3,0,4.7,1.6,0,2.2000000000000002,0,0,2.8,0,0,0,12.5,2.9,293,4.5,6568,19,0.3,2703,41.2,355,5.4,178,2.8,144,2.2,5680,86.5,459,7,513,7.8,540,8.2,515,7.8,570,8.7,524,8,509,7.7,462,7,506,7.7,497,7.6,387,5.9,336,5.1,21,0.3,279,4.2,471,7.2,258,3.9,4886,74.4,27,0.4,2793,42.5,888,13.5,3,0,4394,66.9,76,15.7,96,19.8,484,212,43.8,14,2.9,484,7.4,86,17.8,101,1.5,1862,28.3,1177,17.9
'146902,10,0.4,732,14.1,1.9,1.7,0.7,0,0.3,0.3,1.9,0.3,1.7,2.4,2.7,6.5,5.4,0,0,0,0,0,2.6,3.3,302,5.6,5406,25,0.5,885,16.4,388,7.2,163,2.8,87,1.6,3606,66.7,390,7.2,405,7.5,382,7.1,453,8.4,419,7.8,440,8.1,397,7.3,421,7.8,395,7.3,377,7,367,6.8,350,6.5,32,0.6,236,4.4,389,7.2,189,3.5,2282,42.2,56,1,997,18.4,1800,33.3,4,0.1,3016,55.8,77,14.9,131,25.3,517,197,38.1,13,2.5,517,9.6,99,19.1,105,1.9,1379,25.5,2546,47.1
'146903,0,0,18,11.3,11.1,11.1,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,.,.,.,9,5.1,176,0,0,28,15.9,9,5.1,0,0,0,0,85,48.3,21,11.9,19,10.8,21,11.9,15,8.5,19,10.8,17,9.7,17,9.7,16,9.1,0,0,0,0,0,0,0,0,0,0,11,6.3,15,8.5,16,9.1,50,28.4,0,0,28,15.9,91,51.7,1,0.6,39,22.2,-1,-1,-1,-1,17,8,47.1,0,0,17,9.7,6,35.3,4,2.3,0,0,112,63.6
'146904,1,0.2,239,17,5.5,2.9,2.2000000000000002,0,0,2,1.1000000000000001,0,1.4,1.1000000000000001,0,7.1,0,0,0,0,0,0,0,0,76,5.3,1427,1,0.1,31,2.2,51,3.6,8,0.5,34,2.4,798,55.9,113,7.9,100,7,118,8.3,145,10.2,120,8.4,119,8.3,99,6.9,104,7.3,105,7.4,87,6.1,91,6.4,70,4.9,1,0.1,43,3,104,7.3,51,3.6,197,13.8,13,0.9,31,2.2,629,44.1,0,0,699,49,19,18.1,-3,-3,105,40,38.1,-1,-1,105,7.4,25,23.8,36,2.5,352,24.7,1129,79.1
'146905,1,0.4,111,23.3,12.9,0,0,0,0,0,0,0,2.8,7.4,0,25,0,0,0,0,0,0,0,0,68,14.2,479,0,0,15,3.1,46,9.6,5,0.9,31,6.5,344,71.8,28,5.8,33,6.9,30,6.3,33,6.9,35,7.3,32,6.7,32,6.7,39,8.1,38,7.9,38,7.9,42,8.8,37,7.7,2,0.4,21,4.4,36,7.5,24,5,50,10.4,2,0.4,15,3.1,135,28.2,0,0,289,60.3,-1,-1,14,26.4,53,29,54.7,0,0,53,11.1,-3,-3,13,2.7,152,31.7,368,76.8
'146906,2,0.2,269,13.3,2.1,0,0.8,0,0,0.9,0.7,0.8,2,1.7,4.8,0,0,7.1,5.9,0,0,0,0,15.4,153,6.9,2220,17,0.8,332,15,337,15.2,26,1.1,59,2.7,1406,63.3,148,6.7,168,7.6,185,8.3,173,7.8,177,8,165,7.4,146,6.6,168,7.6,165,7.4,156,7,136,6.1,125,5.6,10,0.5,205,9.2,184,8.3,114,5.1,870,39.2,3,0.1,392,17.7,814,36.7,0,0,1161,52.3,44,16.5,58,21.7,267,95,35.6,8,3,267,12,62,23.2,89,4,594,26.8,904,40.7
'146907,1,0.1,253,14.1,3.8,3.2,0.9,0.8,0.8,0,0,0,4.0999999999999996,0,0,14.3,4.8,0,0,0,0,0,7.1,11.8,141,7.8,1805,3,0.2,59,3.3,11,0.6,65,3.3,58,3.2,893,49.5,123,6.8,125,6.9,134,7.4,137,7.6,140,7.8,165,9.1,161,8.9,119,6.6,163,9,137,7.6,128,7.1,92,5.1,8,0.4,82,4.5,132,7.3,41,2.3,211,11.7,6,0.3,61,3.4,912,50.5,6,0.3,354,19.6,32,14.9,43,20,215,90,41.9,9,4.2,215,11.9,41,19.1,31,1.7,499,27.6,1537,85.2
'147901,0,0,34,12,4,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,44,14.3,308,0,0,38,12.3,52,16.9,5,1.5,20,6.5,244,79.2,23,7.5,24,7.8,25,8.1,21,6.8,21,6.8,18,5.8,18,5.8,20,6.5,16,5.2,29,9.4,15,4.9,28,9.1,0,0,2,0.6,25,8.1,25,8.1,160,51.9,0,0,38,12.3,64,20.8,0,0,75,24.4,-1,-1,-1,-1,48,34,70.8,0,0,48,15.6,8,16.7,10,3.2,106,34.4,86,27.9
'147902,14,1.7,250,14.4,0,0.9,0,0,0,0,0,0,1,0,0,9.1,0,0,0,0,0,0,0,0,118,7,1682,15,0.9,89,5.3,185,11,18,0.9,37,2.2,1202,71.5,119,7.1,122,7.3,132,7.8,139,8.3,149,8.9,121,7.2,140,8.3,123,7.3,114,6.8,107,6.4,109,6.5,116,6.9,1,0.1,129,7.7,113,6.7,77,4.6,484,28.8,5,0.3,89,5.3,480,28.5,0,0,943,56.1,13,6.7,27,13.9,194,107,55.2,0,0,194,11.5,47,24.2,67,4,432,25.7,926,55.1
'147903,0,0,211,12.2,6.1,3.3,0,0,0,0.8,2.2000000000000002,0,0,1.8,13.3,0,0,0,0,0,0,0,5.9,10.5,152,8,1889,17,0.9,336,17.8,492,26,22,1.1,73,3.9,1301,68.9,147,7.8,127,6.7,148,7.8,132,7,135,7.1,131,6.9,136,7.2,151,8,138,7.3,136,7.2,125,6.6,124,6.6,8,0.4,54,2.9,132,7,119,6.3,852,45.1,5,0.3,345,18.3,588,31.1,0,0,1045,55.3,15,7.2,37,17.7,209,111,53.1,6,2.9,209,11.1,40,19.1,59,3.1,507,26.8,464,24.6
'148901,0,0,41,11.5,3.1,3.8,0,0,0,0,0,3.8,0,11.1,0,0,0,0,0,0,0,25,0,.,33,8.4,395,0,0,118,29.9,0,0,5,1.2,11,2.8,263,66.6,24,6.1,34,8.6,27,6.8,34,8.6,27,6.8,30,7.6,27,6.8,31,7.8,33,8.4,20,5.1,25,6.3,20,5.1,0,0,15,3.8,28,7.1,35,8.9,290,73.4,4,1,118,29.9,132,33.4,0,0,207,52.4,-1,-1,-1,-1,35,27,77.1,0,0,35,8.9,-1,-1,2,0.5,123,31.1,99,25.1
'148902,0,0,16,11.4,0,0,0,0,0,0,0,7.7,0,25,.,0,0,.,0,0,.,.,.,100,12,9,133,0,0,14,10.5,0,0,0,0,2,1.5,65,48.9,2,1.5,7,5.3,13,9.8,8,6,8,6,8,6,11,8.3,11,8.3,13,9.8,8,6,11,8.3,12,9,0,0,2,1.5,10,7.5,11,8.3,42,31.6,1,0.8,14,10.5,68,51.1,0,0,33,24.8,-1,-1,-1,-1,9,-1,-1,-1,-1,9,6.8,-1,-1,3,2.3,36,27.1,87,65.4
'148903,0,0,15,12.8,0,0,0,0,0,0,0,12.5,0,0,.,.,0,0,0,0,0,20,0,.,1,1,104,0,0,11,10.6,2,1.9,0,0,1,1,69,66.3,3,2.9,9,8.7,9,8.7,6,5.8,6,5.8,9,8.7,8,7.7,9,8.7,10,9.6,5,4.8,9,8.7,8,7.7,0,0,1,1,8,7.7,5,4.8,27,26,2,1.9,11,10.6,35,33.7,0,0,49,47.1,0,0,6,42.9,14,-3,-3,0,0,14,13.5,-1,-1,1,1,40,38.5,72,69.2
'148905,0,0,12,11.5,0,0,0,0,0,0,0,0,0,0,.,0,.,.,0,0,0,0,0,.,10,8.5,118,0,0,3,2.5,0,0,0,0,8,6.8,81,68.6,9,7.6,10,8.5,8,6.8,4,3.4,10,8.5,9,7.6,11,9.3,15,12.7,9,7.6,4,3.4,6,5.1,6,5.1,0,0,1,0.8,8,6.8,9,7.6,55,46.6,1,0.8,3,2.5,37,31.4,0,0,65,55.1,-1,-1,-1,-1,12,8,66.7,0,0,12,10.2,0,0,6,5.1,40,33.9,56,47.5
'149901,0,0,169,15.8,6.6,1.4,4.5,1.1000000000000001,0,1.8,0,0,8.1,6.6,16.7,0,0,0,0,0,6.7,0,0,14.3,89,8.3,1073,1,0.1,27,2.5,4,0.4,17,1.4,55,5.1,660,61.5,83,7.7,90,8.4,75,7,78,7.3,99,9.2,77,7.2,68,6.3,91,8.5,80,7.5,77,7.2,78,7.3,83,7.7,0,0,100,9.3,88,8.2,6,0.6,616,57.4,4,0.4,31,2.9,413,38.5,0,0,315,29.4,8,7.2,9,8.1,111,54,48.6,0,0,111,10.3,40,36,22,2.1,332,30.9,426,39.7
'149902,0,0,91,13.9,10,2.4,0,0,0,0,0,0,0,12.1,16.7,0,0,0,0,0,0,0,0,16.7,79,12.6,628,1,0.2,31,4.9,5,0.8,4,0.5,49,7.8,378,60.2,38,6.1,32,5.1,44,7,51,8.1,52,8.3,47,7.5,50,8,41,6.5,50,8,50,8,59,9.4,50,8,0,0,60,9.6,40,6.4,24,3.8,381,60.7,0,0,31,4.9,250,39.8,1,0.2,322,51.3,10,13.2,10,13.2,76,42,55.3,0,0,76,12.1,14,18.4,5,0.8,243,38.7,235,37.4
'150901,4,0.5,315,17.6,5.2,1.8,0,0,0,1.7,0,0,9.6,2.6,15.4,0,0,0,5,0,0,0,12.5,8.3000000000000007,99,5.6,1774,14,0.8,116,6.5,14,0.8,57,2.8,66,3.7,1166,65.7,134,7.6,124,7,127,7.2,154,8.7,135,7.6,136,7.7,134,7.6,137,7.7,145,8.2,115,6.5,127,7.2,118,6.7,3,0.2,90,5.1,115,6.5,70,3.9,461,26,5,0.3,119,6.7,608,34.3,0,0,718,40.5,-3,-3,41,19.5,210,117,55.7,-1,-1,210,11.8,35,16.7,41,2.3,503,28.4,1239,69.8
'152802,0,0,10,5.5,3.8,7.4,7.4,11.1,0,0,0,0,.,0,0,0,0,0,0,0,0,.,.,0,0,0,300,0,0,0,0,216,72,0,0,1,0.3,250,83.3,35,11.7,31,10.3,30,10,26,8.7,16,5.3,17,5.7,14,4.7,11,3.7,0,0,0,0,0,0,0,0,0,0,0,0,41,13.7,79,26.3,75,25,0,0,0,0,50,16.7,0,0,59,19.7,0,0,0,0,50,8,16,0,0,50,16.7,42,84,6,2,0,0,3,1
'152803,1,0.3,282,73.8,.,.,.,.,.,.,.,.,9.5,.,.,.,.,.,.,.,.,.,22.2,.,1,0.5,215,0,0,8,3.7,17,7.9,0,0,7,3.3,199,92.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12.1,66,30.7,80,37.2,43,20,0,0,0,0,0,0,0,0,166,77.2,0,0,8,3.7,16,7.4,0,0,190,88.4,0,0,-1,-1,22,20,90.9,0,0,22,10.2,-1,-1,3,1.4,168,78.1,29,13.5
'152901,14,0.1,6000,21.3,5.9,3,1.6,0.4,0.6,0.1,0.1,0.2,3.7,4.3,4.4000000000000004,3.9,1.3,0,0.3,0.4,0,0.8,4.0999999999999996,13.8,1230,4.5,27588,536,1.9,1479,5.4,3781,13.7,682,2.3,769,2.8,19997,72.5,2053,7.4,2060,7.5,2118,7.7,2228,8.1,2148,7.8,2180,7.9,1932,7,2016,7.3,2045,7.4,1919,7,1704,6.2,1684,6.1,75,0.3,1610,5.8,2020,7.3,1406,5.1,16264,59,108,0.4,1279,4.6,7591,27.5,15,0.1,13571,49.2,294,9.5,561,18.2,3081,1632,53,18,0.6,3081,11.2,576,18.7,588,2.1,8420,30.5,6296,22.8
'152902,0,0,139,18.3,5.0999999999999996,0,0,0,0,0,0,0,1.7,7,25,0,0,0,0,0,0,0,25,50,87,11.1,785,0,0,21,2.7,12,1.5,15,1.8,56,7.1,506,64.5,47,6,47,6,55,7,62,7.9,64,8.2,64,8.2,64,8.2,66,8.4,68,8.7,55,7,58,7.4,48,6.1,0,0,40,5.1,49,6.2,38,4.8,382,48.7,1,0.1,21,2.7,279,35.5,0,0,470,59.9,-3,-3,12,21.1,57,30,52.6,-1,-1,57,7.3,8,14,25,3.2,250,31.8,365,46.5
'152903,0,0,176,14.4,7.4,1.4,0,0,1.2,0,0,0,3.2,5.0999999999999996,0,5.6,0,0,0,0,0,0,11.1,0,65,4.9,1339,3,0.2,52,3.9,79,5.9,11,0.8,30,2.2,1058,79,77,5.8,83,6.2,94,7,114,8.5,92,6.9,96,7.2,94,7,111,8.3,107,8,100,7.5,91,6.8,91,6.8,8,0.6,97,7.2,93,6.9,88,6.6,860,64.2,1,0.1,53,4,281,21,0,0,653,48.8,-3,-3,53,27,196,85,43.4,-1,-1,196,14.6,32,16.3,11,0.8,496,37,385,28.8
'152906,4,0.2,685,11.5,3.2,1.4,0.7,1.1000000000000001,0.4,0,0,0,1.5,5.2,4.8,2.4,2,0,3.6,0,0,8.3000000000000007,0,15.4,619,9.4,6558,120,1.8,225,3.4,156,2.4,96,1.4,442,6.7,2233,34.1,490,7.5,490,7.5,544,8.3,525,8,536,8.2,563,8.6,467,7.1,503,7.7,487,7.4,429,6.5,420,6.4,355,5.4,20,0.3,283,4.3,516,7.9,213,3.2,2452,37.4,10,0.2,198,3,4325,65.9,5,0.1,2284,34.8,92,15.4,104,17.4,599,262,43.7,16,2.7,599,9.1,125,20.9,147,2.2,1662,25.3,3668,55.9
'152907,4,0.1,1393,14.7,1.2,1.2,0.6,0.3,0.3,0,0.3,0.2,3.5,2.7,5.4,0,0,1.1000000000000001,1,0,0,1.8,4.8,9.5,792,8,9927,285,2.9,455,4.6,374,3.8,167,1.6,554,5.6,4249,42.8,744,7.5,699,7,767,7.7,737,7.4,832,8.4,862,8.7,747,7.5,723,7.3,716,7.2,687,6.9,661,6.7,682,6.9,23,0.2,792,8,724,7.3,323,3.3,4398,44.3,27,0.3,438,4.4,5678,57.2,12,0.1,3505,35.3,79,8.9,171,19.2,891,429,48.1,14,1.6,891,9,198,22.2,295,3,2674,26.9,4536,45.7
'152908,4,0.7,265,23.6,1.5,0,0,0,1.2,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,40,3.8,1064,0,0,39,3.7,42,3.9,18,1.4,33,3.1,807,75.8,65,6.1,77,7.2,75,7,64,6,94,8.8,104,9.8,84,7.9,82,7.7,96,9,78,7.3,63,5.9,63,5.9,0,0,40,3.8,67,6.3,52,4.9,605,56.9,4,0.4,39,3.7,257,24.2,2,0.2,509,47.8,9,7.4,32,26.2,122,66,54.1,0,0,122,11.5,15,12.3,17,1.6,298,28,394,37
'152909,0,0,147,9.6,3.7,1.7,0.9,1.6,0,0,0.7,0,0,4.4000000000000004,10,0,0,0,0,0,0,0,0,0,181,10.7,1694,2,0.1,46,2.7,10,0.6,14,0.8,108,6.4,700,41.3,133,7.9,119,7,125,7.4,129,7.6,145,8.6,125,7.4,122,7.2,144,8.5,107,6.3,120,7.1,114,6.7,102,6,2,0.1,125,7.4,130,7.7,77,4.5,533,31.5,7,0.4,46,2.7,994,58.7,0,0,651,38.4,-3,-3,17,13.5,126,79,62.7,-1,-1,126,7.4,18,14.3,20,1.2,442,26.1,1122,66.2
'152910,0,0,76,8.1,5.9,2.7,1.3,1.4,0,0,2.9,0,0,7.2,0,0,0,0,0,0,0,0,0,44.4,88,8.7,1013,1,0.1,29,2.9,4,0.4,7,0.7,64,6.3,348,34.4,72,7.1,55,5.4,85,8.4,83,8.2,78,7.7,77,7.6,78,7.7,85,8.4,85,8.4,75,7.4,59,5.8,75,7.4,0,0,53,5.2,77,7.6,29,2.9,421,41.6,2,0.2,30,3,665,65.6,0,0,332,32.8,5,6.1,10,12.2,82,54,65.9,0,0,82,8.1,13,15.9,7,0.7,281,27.7,578,57.1
'153903,0,0,49,15.5,0,0,0,0,0,0,0,0,0,10,16.7,25,0,0,0,0,0,0,50,0,29,9.5,306,0,0,21,6.9,1,0.3,1,0.3,14,4.6,224,73.2,13,4.2,22,7.2,19,6.2,30,9.8,28,9.2,32,10.5,22,7.2,32,10.5,16,5.2,29,9.5,16,5.2,13,4.2,0,0,28,9.2,20,6.5,14,4.6,203,66.3,0,0,21,6.9,82,26.8,0,0,166,54.2,0,0,-1,-1,38,25,65.8,0,0,38,12.4,-3,-3,3,1,90,29.4,99,32.4
'153904,1,0.4,47,8.6,4.9000000000000004,10,0,0,0,0,0,2.6,0,5.4,75,.,0,0,0,0,0,0,0,0,62,10,619,3,0.5,19,3.1,13,2.1,4,0.6,38,6.1,432,69.8,56,9,42,6.8,37,6,46,7.4,41,6.6,63,10.2,42,6.8,54,8.7,45,7.3,40,6.5,38,6.1,36,5.8,0,0,49,7.9,35,5.7,44,7.1,391,63.2,3,0.5,19,3.1,187,30.2,0,0,170,27.5,-3,-3,-1,-1,51,30,58.8,0,0,51,8.2,14,27.5,9,1.5,191,30.9,200,32.3
'153905,0,0,10,2.6,0,0,4.9000000000000004,0,0,0,0,0,0,2.9,0,50,0,0,0,0,0,.,0,0,33,6.9,478,0,0,10,2.1,2,0.4,0,0,26,5.4,87,18.2,38,7.9,34,7.1,42,8.8,47,9.8,42,8.8,48,10,40,8.4,23,4.8,29,6.1,30,6.3,24,5,15,3.1,0,0,0,0,33,6.9,33,6.9,117,24.5,0,0,10,2.1,391,81.8,0,0,85,17.8,-1,-1,-1,-1,28,18,64.3,0,0,28,5.9,-1,-1,4,0.8,92,19.2,355,74.3
'153907,0,0,39,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.9,103,0,0,18,17.5,0,0,6,3.9,5,4.9,80,77.7,7,6.8,7,6.8,5,4.9,9,8.7,5,4.9,12,11.7,5,4.9,8,7.8,6,5.8,13,12.6,10,9.7,7,6.8,0,0,6,5.8,4,3.9,5,4.9,78,75.7,0,0,18,17.5,23,22.3,0,0,67,65,0,0,-1,-1,15,11,73.3,0,0,15,14.6,-1,-1,1,1,36,35,24,23.3
